technique,image_id,roi_index,roi_pixels_w,roi_pixels_h,roi_binary_bytes,roi_base64_chars,roi_base64_bytes_utf8,roi_data_url_bytes_utf8,roi_x,roi_y,roi_box_w,roi_box_h,roi_score,roi_label
SalientRoi+GlobalThumb,COCO_val2014_000000065530.jpg,0,85,85,4985,6648,6648,6671,222,160,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000065530.jpg,0,85,85,4985,6648,6648,6671,222,160,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000065567.jpg,0,128,96,6077,8104,8104,8127,356,198,128,96,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000065628.jpg,0,93,93,8093,10792,10792,10815,100,94,93,93,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000065982.jpg,0,133,151,13613,18152,18152,18175,266,32,133,151,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000065982.jpg,0,133,151,13613,18152,18152,18175,266,32,133,151,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000066413.jpg,0,85,85,4422,5896,5896,5919,332,218,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000066468.jpg,0,97,97,3926,5236,5236,5259,26,305,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000066650.jpg,0,73,73,5727,7636,7636,7659,78,454,73,73,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000066960.jpg,0,85,85,5343,7124,7124,7147,182,238,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067106.jpg,0,97,97,4870,6496,6496,6519,535,172,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067207.jpg,0,97,97,4330,5776,5776,5799,233,75,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067255.jpg,0,97,97,6753,9004,9004,9027,296,27,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067342.jpg,0,43,43,1438,1920,1920,1943,241,54,43,43,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067534.jpg,0,61,61,5978,7972,7972,7995,100,113,61,61,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067660.jpg,0,73,73,2651,3536,3536,3559,559,273,73,73,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067757.jpg,0,97,97,4937,6584,6584,6607,515,209,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067765.jpg,0,83,83,4602,6136,6136,6159,174,290,83,83,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067776.jpg,0,123,110,5108,6812,6812,6835,240,0,123,110,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000067886.jpg,0,198,115,8222,10964,10964,10987,331,255,198,115,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068093.jpg,0,97,97,7136,9516,9516,9539,236,230,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068291.jpg,0,97,97,4499,6000,6000,6023,195,542,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068352.jpg,0,75,75,3896,5196,5196,5219,199,47,75,75,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068411.jpg,0,97,81,5892,7856,7856,7879,135,0,97,81,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068418.jpg,0,97,97,2659,3548,3548,3571,367,81,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068435.jpg,0,97,97,8242,10992,10992,11015,257,177,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068674.jpg,0,85,85,3636,4848,4848,4871,413,271,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068674.jpg,0,85,85,3636,4848,4848,4871,413,271,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000068881.jpg,0,97,81,3307,4412,4412,4435,416,0,97,81,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000069224.jpg,0,75,75,2611,3484,3484,3507,28,297,75,75,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000069340.jpg,0,85,85,5208,6944,6944,6967,54,258,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000069356.jpg,0,101,101,7219,9628,9628,9651,524,100,101,101,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000069391.jpg,0,103,103,5035,6716,6716,6739,93,221,103,103,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000069668.jpg,0,128,96,5183,6912,6912,6935,298,382,128,96,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000069668.jpg,0,128,96,5183,6912,6912,6935,298,382,128,96,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000069906.jpg,0,97,97,6220,8296,8296,8319,196,89,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000069914.jpg,0,97,97,3763,5020,5020,5043,516,201,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000070187.jpg,0,123,123,7861,10484,10484,10507,393,267,123,123,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000070192.jpg,0,128,85,5366,7156,7156,7179,512,325,128,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000070258.jpg,0,123,123,9418,12560,12560,12583,363,207,123,123,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000070258.jpg,0,123,123,9418,12560,12560,12583,363,207,123,123,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000070460.jpg,0,92,97,4853,6472,6472,6495,0,314,92,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000070478.jpg,0,74,97,3640,4856,4856,4879,0,342,74,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000071090.jpg,0,97,97,6546,8728,8728,8751,307,46,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000071090.jpg,0,97,97,6546,8728,8728,8751,307,46,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000071283.jpg,0,85,85,3288,4384,4384,4407,371,245,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000071283.jpg,0,85,85,3288,4384,4384,4407,371,245,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000071301.jpg,0,67,67,5169,6892,6892,6915,360,212,67,67,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000071618.jpg,0,97,97,3095,4128,4128,4151,165,282,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000071826.jpg,0,97,97,8329,11108,11108,11131,356,103,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000072000.jpg,0,97,97,7391,9856,9856,9879,107,305,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000072011.jpg,0,81,81,4990,6656,6656,6679,493,12,81,81,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000072376.jpg,0,97,97,7367,9824,9824,9847,407,87,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000072376.jpg,0,97,97,7367,9824,9824,9847,407,87,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000072536.jpg,0,97,97,9636,12848,12848,12871,36,359,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000073470.jpg,0,94,78,3812,5084,5084,5107,0,402,94,78,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000073533.jpg,0,97,91,4624,6168,6168,6191,496,389,97,91,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000073622.jpg,0,55,87,5200,6936,6936,6959,0,247,55,87,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000073622.jpg,0,55,87,5200,6936,6936,6959,0,247,55,87,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000073981.jpg,0,85,85,5317,7092,7092,7115,158,429,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000074001.jpg,0,97,97,3765,5020,5020,5043,226,87,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000074256.jpg,0,97,76,7332,9776,9776,9799,475,404,97,76,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000074583.jpg,0,105,105,6614,8820,8820,8843,162,167,105,105,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000074617.jpg,0,85,85,7206,9608,9608,9631,253,204,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000074704.jpg,0,129,129,6522,8696,8696,8719,320,136,129,129,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000074743.jpg,0,128,96,5796,7728,7728,7751,0,384,128,96,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000074832.jpg,0,85,128,9008,12012,12012,12035,108,295,85,128,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000075076.jpg,0,96,83,10858,14480,14480,14503,416,0,96,83,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000075285.jpg,0,97,97,5338,7120,7120,7143,264,202,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000075327.jpg,0,97,97,6906,9208,9208,9231,257,186,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000075375.jpg,0,85,85,5755,7676,7676,7699,263,20,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000075527.jpg,0,97,97,7730,10308,10308,10331,336,312,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000075723.jpg,0,97,97,7326,9768,9768,9791,207,4,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000075760.jpg,0,103,103,10783,14380,14380,14403,400,72,103,103,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000075806.jpg,0,97,97,9101,12136,12136,12159,297,342,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000076431.jpg,0,128,91,9375,12500,12500,12523,400,132,128,91,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000076454.jpg,0,75,66,8187,10916,10916,10939,565,0,75,66,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000076522.jpg,0,204,106,8158,10880,10880,10903,200,183,204,106,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000076648.jpg,0,129,117,10634,14180,14180,14203,151,0,129,117,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000077063.jpg,0,85,85,3404,4540,4540,4563,292,38,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000077187.jpg,0,85,78,8110,10816,10816,10839,372,0,85,78,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000077792.jpg,0,161,127,11036,14716,14716,14739,248,226,161,127,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000077891.jpg,0,57,57,4026,5368,5368,5391,342,30,57,57,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000078035.jpg,0,97,97,3524,4700,4700,4723,151,374,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000078170.jpg,0,128,128,10308,13744,13744,13767,110,370,128,128,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000078266.jpg,0,87,87,13558,18080,18080,18103,240,131,87,87,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000078283.jpg,0,97,97,5529,7372,7372,7395,248,252,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000078420.jpg,0,97,85,2961,3948,3948,3971,236,395,97,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000078720.jpg,0,128,85,8224,10968,10968,10991,259,156,128,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000079024.jpg,0,97,97,4957,6612,6612,6635,106,222,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000079084.jpg,0,67,67,3778,5040,5040,5063,181,40,67,67,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000079331.jpg,0,85,85,7066,9424,9424,9447,121,21,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000079397.jpg,0,97,97,5193,6924,6924,6947,406,344,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000079657.jpg,0,186,124,6537,8716,8716,8739,329,79,186,124,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000080698.jpg,0,97,97,13011,17348,17348,17371,107,64,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081070.jpg,0,73,67,4174,5568,5568,5591,214,0,73,67,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081100.jpg,0,75,101,5105,6808,6808,6831,199,211,75,101,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081248.jpg,0,83,97,5154,6872,6872,6895,557,334,83,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081251.jpg,0,67,67,3243,4324,4324,4347,231,35,67,67,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081390.jpg,0,85,85,8643,11524,11524,11547,191,279,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081390.jpg,0,85,85,8643,11524,11524,11547,191,279,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081469.jpg,0,88,97,3792,5056,5056,5079,0,155,88,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081505.jpg,0,239,104,8239,10988,10988,11011,132,207,239,104,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000081812.jpg,0,97,97,4952,6604,6604,6627,367,154,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000082085.jpg,0,87,87,5767,7692,7692,7715,41,285,87,87,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000082157.jpg,0,128,128,7755,10340,10340,10363,167,364,128,128,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000082180.jpg,0,128,85,8690,11588,11588,11611,282,186,128,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000082338.jpg,0,97,97,5699,7600,7600,7623,47,139,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000082363.jpg,0,97,97,2798,3732,3732,3755,0,275,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000082367.jpg,0,137,100,4545,6060,6060,6083,269,179,137,100,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000082554.jpg,0,97,68,3458,4612,4612,4635,244,412,97,68,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000082696.jpg,0,85,85,5263,7020,7020,7043,134,298,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083036.jpg,0,65,85,3040,4056,4056,4079,575,395,65,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083036.jpg,0,65,85,3040,4056,4056,4079,575,395,65,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083036.jpg,0,65,85,3040,4056,4056,4079,575,395,65,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083257.jpg,0,85,85,4442,5924,5924,5947,201,119,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083331.jpg,0,97,97,6818,9092,9092,9115,216,35,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083364.jpg,0,97,97,9804,13072,13072,13095,383,302,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083573.jpg,0,67,67,6451,8604,8604,8627,282,212,67,67,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083773.jpg,0,97,97,6831,9108,9108,9131,15,357,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000083925.jpg,0,97,97,5150,6868,6868,6891,337,222,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000084064.jpg,0,96,128,3738,4984,4984,5007,310,358,96,128,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000084493.jpg,0,97,97,5745,7660,7660,7683,336,212,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000084693.jpg,0,73,73,3564,4752,4752,4775,408,219,73,73,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000084936.jpg,0,186,107,7471,9964,9964,9987,243,127,186,107,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000084968.jpg,0,89,89,7853,10472,10472,10495,174,99,89,89,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000085144.jpg,0,123,77,7351,9804,9804,9827,328,222,123,77,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000085157.jpg,0,97,97,8400,11200,11200,11223,26,245,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000085195.jpg,0,97,97,5990,7988,7988,8011,254,232,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000085629.jpg,0,77,77,8073,10764,10764,10787,286,232,77,77,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000085795.jpg,0,128,96,5744,7660,7660,7683,354,299,128,96,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000085881.jpg,0,97,97,3680,4908,4908,4931,217,152,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000085940.jpg,0,97,97,5319,7092,7092,7115,517,79,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000086168.jpg,0,85,82,3649,4868,4868,4891,252,345,85,82,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000086602.jpg,0,85,85,4343,5792,5792,5815,41,340,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000086650.jpg,0,97,97,5090,6788,6788,6811,224,157,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000086650.jpg,0,97,97,5090,6788,6788,6811,224,157,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000086884.jpg,0,128,96,4974,6632,6632,6655,279,0,128,96,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000086956.jpg,0,97,97,4464,5952,5952,5975,106,252,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000087052.jpg,0,70,75,2605,3476,3476,3499,306,182,70,75,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000087393.jpg,0,128,96,6491,8656,8656,8679,209,233,128,96,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000087588.jpg,0,53,97,6929,9240,9240,9263,587,51,53,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000087998.jpg,0,97,97,5126,6836,6836,6859,154,22,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088021.jpg,0,111,111,8785,11716,11716,11739,417,101,111,111,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088092.jpg,0,107,100,5815,7756,7756,7779,414,540,107,100,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088142.jpg,0,67,67,2545,3396,3396,3419,2,196,67,67,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088183.jpg,0,95,97,7972,10632,10632,10655,545,194,95,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088269.jpg,0,97,49,2475,3300,3300,3323,432,0,97,49,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088269.jpg,0,97,49,2475,3300,3300,3323,432,0,97,49,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088517.jpg,0,96,128,6386,8516,8516,8539,276,446,96,128,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088560.jpg,0,75,75,2669,3560,3560,3583,333,174,75,75,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000088913.jpg,0,97,97,4229,5640,5640,5663,8,542,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000089032.jpg,0,152,109,10564,14088,14088,14111,280,92,152,109,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000089071.jpg,0,73,73,6857,9144,9144,9167,407,134,73,73,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000089356.jpg,0,85,85,4028,5372,5372,5395,214,78,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000089359.jpg,0,97,97,5835,7780,7780,7803,177,231,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000089362.jpg,0,128,96,8013,10684,10684,10707,142,153,128,96,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000089430.jpg,0,75,75,3918,5224,5224,5247,115,98,75,75,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000089556.jpg,0,97,97,4756,6344,6344,6367,516,134,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000090003.jpg,0,97,97,5100,6800,6800,6823,187,194,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000090020.jpg,0,97,97,7322,9764,9764,9787,505,239,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000090040.jpg,0,128,72,6365,8488,8488,8511,474,164,128,72,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000090040.jpg,0,128,72,6365,8488,8488,8511,474,164,128,72,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000090108.jpg,0,97,74,6110,8148,8148,8171,104,0,97,74,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000090594.jpg,0,97,68,3091,4124,4124,4147,426,412,97,68,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000090659.jpg,0,64,76,2370,3160,3160,3183,576,404,64,76,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000090956.jpg,0,192,127,13512,18016,18016,18039,145,142,192,127,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091080.jpg,0,97,97,4857,6476,6476,6499,417,276,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091416.jpg,0,85,85,4087,5452,5452,5475,331,98,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091500.jpg,0,97,97,3234,4312,4312,4335,6,215,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091520.jpg,0,85,85,4703,6272,6272,6295,11,338,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091545.jpg,0,76,85,2867,3824,3824,3847,0,78,76,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091636.jpg,0,85,66,6404,8540,8540,8563,251,0,85,66,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091670.jpg,0,87,87,4993,6660,6660,6683,139,198,87,87,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091754.jpg,0,87,87,4378,5840,5840,5863,91,327,87,87,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000091885.jpg,0,73,73,2511,3348,3348,3371,428,206,73,73,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092016.jpg,0,52,74,4699,6268,6268,6291,0,0,52,74,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092339.jpg,0,73,73,4378,5840,5840,5863,338,217,73,73,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092519.jpg,0,97,97,9146,12196,12196,12219,157,64,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092534.jpg,0,85,85,4308,5744,5744,5767,161,265,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092543.jpg,0,107,107,9254,12340,12340,12363,339,381,107,107,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092680.jpg,0,85,85,4255,5676,5676,5699,20,418,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092804.jpg,0,34,67,1608,2144,2144,2167,0,114,34,67,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092804.jpg,0,34,67,1608,2144,2144,2167,0,114,34,67,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000092985.jpg,0,83,83,4004,5340,5340,5363,453,148,83,83,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000093089.jpg,0,81,81,6070,8096,8096,8119,229,122,81,81,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000093140.jpg,0,85,80,5563,7420,7420,7443,102,346,85,80,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000093437.jpg,0,73,73,6527,8704,8704,8727,408,157,73,73,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000093476.jpg,0,97,97,5832,7776,7776,7799,117,34,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000093483.jpg,0,68,82,5645,7528,7528,7551,410,0,68,82,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000093730.jpg,0,85,85,5273,7032,7032,7055,211,199,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000093965.jpg,0,201,118,16721,22296,22296,22319,207,183,201,118,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000094299.jpg,0,97,97,5662,7552,7552,7575,416,357,97,97,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000094360.jpg,0,79,79,7307,9744,9744,9767,494,271,79,79,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000094513.jpg,0,85,85,3641,4856,4856,4879,312,106,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000094577.jpg,0,85,85,4045,5396,5396,5419,202,140,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000094944.jpg,0,85,85,3308,4412,4412,4435,382,245,85,85,1.000000,spectral_residual
SalientRoi+GlobalThumb,COCO_val2014_000000094951.jpg,0,129,129,15141,20188,20188,20211,440,106,129,129,1.000000,spectral_residual
